relative_path	basename	extension	size_bytes	mtime_epoch	mtime_utc	sha256	artifact_class	dataset_hint	role_hint	git_tracked_now	recommended_storage_route	storage_reason	dependency_reference_count	active_or_text_reference_count	commented_reference_count	note_or_generated_reference_count	current_recovery_code_reference_count	historical_notebook_reference_count
ProteinMPNN/vanilla_proteinmpnn/PDB_complexes/example_7_outputs/parsed_pdbs.jsonl	parsed_pdbs.jsonl	.jsonl	116769	1659027931.786000	2022-07-28T17:05:31.786000+00:00	161ba8107e07cccaa288fad0665c421c3e31b02d0a1c4b9117d17ddf52917c4f	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_complexes/example_7_outputs/seqs/3HTN.fa	3HTN.fa	.fa	1491	1659027931.796000	2022-07-28T17:05:31.796000+00:00	58406f82fac3745c982a81f44e6bfb2903fd7083792ba512b2cec1e766d226f2	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_complexes/example_7_outputs/seqs/4YOW.fa	4YOW.fa	.fa	2307	1659027931.801000	2022-07-28T17:05:31.801000+00:00	4f51b52499db8063f170747c0de04f850f1119100c5a61cebb3d4cf7f2219052	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_complexes/pdbs/3HTN.pdb	3HTN.pdb	.pdb	424440	1659027931.810000	2022-07-28T17:05:31.810000+00:00	1c206fecb1646ead026d44f06715890cb9c844dc088164afc723c4f3314af3e9	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_complexes/pdbs/4YOW.pdb	4YOW.pdb	.pdb	965844	1659027931.820000	2022-07-28T17:05:31.820000+00:00	af10a75ea2a2c223ddfc605d29cba18dd588dd93e6a2a66c7e27e20d0ec2807e	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_homooligomers/example_6_outputs/parsed_pdbs.jsonl	parsed_pdbs.jsonl	.jsonl	137962	1659027931.841000	2022-07-28T17:05:31.841000+00:00	c58d5caaedc2820fab9830f20ac08031c02a13ff4accc3ac78f3823e4b68607b	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_homooligomers/example_6_outputs/seqs/4GYT.fa	4GYT.fa	.fa	1258	1659027931.872000	2022-07-28T17:05:31.872000+00:00	3c22451bff6dfbf363e5c90339ff4615b7a11087e2aa65a90de0b3b9d5423161	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_homooligomers/example_6_outputs/seqs/6EHB.fa	6EHB.fa	.fa	3084	1659027931.879000	2022-07-28T17:05:31.879000+00:00	07c3182d278428810ba7778fe553a9d72e824e0802ae497b4ceaa222ecde278e	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_homooligomers/example_6_outputs/tied_pdbs.jsonl	tied_pdbs.jsonl	.jsonl	16243	1659027931.885000	2022-07-28T17:05:31.885000+00:00	296fbd7bcc5c1b54f1722b110acf53e41b15ffc77623b1b204f0eb8342a0bd74	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_homooligomers/pdbs/4GYT.pdb	4GYT.pdb	.pdb	524637	1659027931.892000	2022-07-28T17:05:31.892000+00:00	4a5e02d9235d13af82854d7f0e4ca72e00c58351a30645575a104064dc1ff1a2	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_homooligomers/pdbs/6EHB.pdb	6EHB.pdb	.pdb	742527	1659027931.905000	2022-07-28T17:05:31.905000+00:00	b429806793f2cae863eb608f2c1de2f85289f6bc6d3c50bfc103b2042e4a8df1	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_monomers/example_1_outputs/parsed_pdbs.jsonl	parsed_pdbs.jsonl	.jsonl	18494	1659027931.926000	2022-07-28T17:05:31.926000+00:00	395a356965dcfe3c8a4aeae76ef3febff05bb264c7e9ed3cda0f416f2a1056df	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_monomers/example_1_outputs/seqs/5L33.fa	5L33.fa	.fa	506	1659027931.935000	2022-07-28T17:05:31.935000+00:00	8f8e5dceb98b86019c02b1befe44cb213dd50fa826909f4996115b8fde910494	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_monomers/example_1_outputs/seqs/6MRR.fa	6MRR.fa	.fa	392	1659027931.941000	2022-07-28T17:05:31.941000+00:00	71833248963613afe18078cd2df37d284a4c8577fdedc947137ec52e4aca6531	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_monomers/example_7_outputs/parsed_pdbs.jsonl	parsed_pdbs.jsonl	.jsonl	18494	1659027931.949000	2022-07-28T17:05:31.949000+00:00	d9a9f5952fa93fe27063075c3b7bbd1af32149c4e041fde5d94d861db527e926	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_monomers/example_7_outputs/unconditional_probs_only/5L33.npz	5L33.npz	.npz	11592	1659027931.956000	2022-07-28T17:05:31.956000+00:00	04948afb8249e511fff79b9503513aa7d8f32eff3d6030229b6fe57b6be2bfc8	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_monomers/example_7_outputs/unconditional_probs_only/6MRR.npz	6MRR.npz	.npz	7792	1659027931.962000	2022-07-28T17:05:31.962000+00:00	81698b170885794765ea331dd3965119b4acb6d1eb91b8d7de815c21775c2e39	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_monomers/example_8_outputs/bias_pdbs.jsonl	bias_pdbs.jsonl	.jsonl	122	1659027931.970000	2022-07-28T17:05:31.970000+00:00	9e03a9897dd3e464eb334cc72423d90d9834264ff99c1627f10cc906d1d4a750	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_monomers/example_8_outputs/parsed_pdbs.jsonl	parsed_pdbs.jsonl	.jsonl	18494	1659027931.975000	2022-07-28T17:05:31.975000+00:00	d9a9f5952fa93fe27063075c3b7bbd1af32149c4e041fde5d94d861db527e926	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_monomers/example_8_outputs/seqs/5L33.fa	5L33.fa	.fa	506	1659027931.982000	2022-07-28T17:05:31.982000+00:00	81c68f3a7be8dabc4a67574a02ab31f775c1ee2ca645d6e7818c66036409151d	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_monomers/example_8_outputs/seqs/6MRR.fa	6MRR.fa	.fa	392	1659027931.988000	2022-07-28T17:05:31.988000+00:00	ccb0aaef701e3eae0cf41e71627b11f012fa927004ef09ca475b68b37dab1d61	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_monomers/pdbs/5L33.pdb	5L33.pdb	.pdb	181116	1659027931.996000	2022-07-28T17:05:31.996000+00:00	21eb06c843410732e0b60528b1a99934435ac66822b2a1a3f1d402f363b9e218	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_monomers/pdbs/6MRR.pdb	6MRR.pdb	.pdb	173502	1659027932.004000	2022-07-28T17:05:32.004000+00:00	310906dfdf1c0e5ada9ea8dad600a992bd83a8d53233fd5b034a556702aff9a2	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/__pycache__/protein_mpnn_utils.cpython-312.pyc	protein_mpnn_utils.cpython-312.pyc	.pyc	75933	1778344172.643698	2026-05-09T16:29:32.643698+00:00	259a79489bd21bd82aed078c9f60047023aaf92f4087a1774b5becf6feb412be	runtime_cache		Python bytecode cache from historical/local execution.	no	do_not_track	Rebuildable runtime cache; not scientific or provenance evidence.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/__pycache__/protein_mpnn_utils.cpython-37.pyc	protein_mpnn_utils.cpython-37.pyc	.pyc	38630	1660063933.635000	2022-08-09T16:52:13.635000+00:00	e20f844eb56e6901bd0815022ed6877917929cd99bf0d1b0996a7fad6b3eac2d	runtime_cache		Python bytecode cache from historical/local execution.	no	do_not_track	Rebuildable runtime cache; not scientific or provenance evidence.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/examples/submit_example_1.sh	submit_example_1.sh	.sh	668	1659027932.033000	2022-07-28T17:05:32.033000+00:00	75d5209d318365fdbc3a572ef8a1129d0c813b9f1be2e270463fec7cd422b0d1	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/examples/submit_example_2.sh	submit_example_2.sh	.sh	965	1659027932.039000	2022-07-28T17:05:32.039000+00:00	bcab55cd40c6db61b44a041870c51966230f862d35e06423e9a3257b26f89502	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/examples/submit_example_3.sh	submit_example_3.sh	.sh	556	1659027932.044000	2022-07-28T17:05:32.044000+00:00	3083efb8b757f8612d556be736386546a7bf2cc223c544f21551b5e4a2a271f0	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/examples/submit_example_4.sh	submit_example_4.sh	.sh	1537	1659027932.049000	2022-07-28T17:05:32.049000+00:00	85bbac99a5ec5878e1f32f8b7fbd5be96e164edce530fc686d7a81dadfaff8ad	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/examples/submit_example_5.sh	submit_example_5.sh	.sh	1805	1659027932.054000	2022-07-28T17:05:32.054000+00:00	9a8d969233dba1519b41ce37ccaf8f5d3a50a75789af2e5c51cfa132e3aa3e0a	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/examples/submit_example_6.sh	submit_example_6.sh	.sh	989	1659027932.060000	2022-07-28T17:05:32.060000+00:00	f7947cef8ae71e513567d00125562ec32b2c1c5bba62e77d27f33cb33d686b38	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/examples/submit_example_7.sh	submit_example_7.sh	.sh	707	1659027932.065000	2022-07-28T17:05:32.065000+00:00	39e86e0e33dd31bd8e690f5c1a0fd9e35f431545905264a91946fdefe0e5d813	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/examples/submit_example_8.sh	submit_example_8.sh	.sh	1020	1659027932.073000	2022-07-28T17:05:32.073000+00:00	51d4a733a6e121eecb6f73c7a25422c6e1b22e91eaf7b0a45de3be6cf8e108f6	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	1	0	0	1	0	0
ProteinMPNN/vanilla_proteinmpnn/helper_scripts/assign_fixed_chains.py	assign_fixed_chains.py	.py	1539	1659027932.080000	2022-07-28T17:05:32.080000+00:00	3402950dae8e65fa1800f1211ead9db9ede56aa0d599c186994262a30fc1ba81	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/helper_scripts/make_bias_AA.py	make_bias_AA.py	.py	823	1659027932.086000	2022-07-28T17:05:32.086000+00:00	c74b570c104b9e58722361cdd681e96408d9af0d1ea05a78b73672a71cb25754	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/helper_scripts/make_bias_per_res_dict.py	make_bias_per_res_dict.py	.py	1929	1659027932.090000	2022-07-28T17:05:32.090000+00:00	7af21ab1a59c0a2f1dc044a1f9b609a57bdddb06714a00640b1dd0c527e748a5	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/helper_scripts/make_fixed_positions_dict.py	make_fixed_positions_dict.py	.py	1755	1659027932.096000	2022-07-28T17:05:32.096000+00:00	0bb962f416fe4cce6ebfefc23e0a18ed8ce348213bc2356ccd9b81e9c84ad821	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/helper_scripts/make_pos_neg_tied_positions_dict.py	make_pos_neg_tied_positions_dict.py	.py	6077	1659027932.102000	2022-07-28T17:05:32.102000+00:00	97736a00601ae54433fc074950b79ee661901c2fd8dc3d542ce2f5023811370c	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/helper_scripts/make_tied_positions_dict.py	make_tied_positions_dict.py	.py	4876	1659027932.107000	2022-07-28T17:05:32.107000+00:00	3d9b3cece5d61faf7cdacac49d33fc8a16cc5e54f103b76218c8ce5b1b6b4e0f	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/helper_scripts/other_tools/make_omit_AA.py	make_omit_AA.py	.py	2241	1659027932.115000	2022-07-28T17:05:32.115000+00:00	a84eb412c6d916befb0aa7190915408ea43185ad0c822aff3123ad48c35a2616	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/helper_scripts/other_tools/make_pssm_dict.py	make_pssm_dict.py	.py	2260	1659027932.121000	2022-07-28T17:05:32.121000+00:00	3e1cd315602c0221f303ea95a12b44527a2b5de181ce085ec66397c92ebc2ae5	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/helper_scripts/parse_multiple_chains.out	parse_multiple_chains.out	.out	30	1659027932.127000	2022-07-28T17:05:32.127000+00:00	32b54bef22072554fbdedd1ab0cecf558278adba7c63d9b6d093cb7c6e90c1dc	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/helper_scripts/parse_multiple_chains.py	parse_multiple_chains.py	.py	5652	1659027932.155000	2022-07-28T17:05:32.155000+00:00	93159c5f8d2c91a87d14e77b85d2e5f4b027e837294197e39d305cf388de042e	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/helper_scripts/parse_multiple_chains.sh	parse_multiple_chains.sh	.sh	231	1659027932.161000	2022-07-28T17:05:32.161000+00:00	dea7c51f307a9547e78fcca147ff3c6a71efa7c1b312aa2317dcb6c69b6f3a10	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/protein_mpnn_run.py	protein_mpnn_run.py	.py	23711	1659027932.165000	2022-07-28T17:05:32.165000+00:00	33b60238649f299936137c8a870657463dd4ae315584d777e6820527e3060ff7	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	5	3	0	2	3	0
ProteinMPNN/vanilla_proteinmpnn/protein_mpnn_utils.py	protein_mpnn_utils.py	.py	68530	1660059183.252000	2022-08-09T15:33:03.252000+00:00	b197fe8ada3058e5543a289ec101eb99d4cf9e043cc9ab8e64e22fd5436ebbe1	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	15	6	0	9	6	0
ProteinMPNN/vanilla_proteinmpnn/vanilla_model_weights/v_48_002.pt	v_48_002.pt	.pt	6681301	1659027932.178000	2022-07-28T17:05:32.178000+00:00	925f2ca1007bf9b02e0e7f420ff00eb91f50fcc2722f64b42e644ae95adaa131	proteinmpnn_checkpoint_weight		ProteinMPNN model checkpoint weight file inside the copied nested source checkout.	no	git_lfs_candidate_required_if_used	Binary checkpoint is required if a historical run depends on this exact weight file; regular Git is not appropriate.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/vanilla_model_weights/v_48_010.pt	v_48_010.pt	.pt	6681301	1659027932.285000	2022-07-28T17:05:32.285000+00:00	db866fae956a28661f926053d630610c55e9fc4bc03922f2aeeb98a37435ccce	proteinmpnn_checkpoint_weight		ProteinMPNN model checkpoint weight file inside the copied nested source checkout.	no	git_lfs_candidate_required_if_used	Binary checkpoint is required if a historical run depends on this exact weight file; regular Git is not appropriate.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/vanilla_model_weights/v_48_020.pt	v_48_020.pt	.pt	6681301	1659027932.400000	2022-07-28T17:05:32.400000+00:00	c9cb4a671d79604111231f8dbfc7c590e06f1197453b7a6854ac6661a642f5bd	proteinmpnn_checkpoint_weight		ProteinMPNN model checkpoint weight file inside the copied nested source checkout.	no	git_lfs_candidate_required_if_used	Binary checkpoint is required if a historical run depends on this exact weight file; regular Git is not appropriate.	12	4	1	7	3	0
ProteinMPNN/vanilla_proteinmpnn/vanilla_model_weights/v_48_030.pt	v_48_030.pt	.pt	6681301	1659027932.528000	2022-07-28T17:05:32.528000+00:00	c34b7bfb38418ea30989fda3314f4781ac4e3920f9825731cf555f1fed44ac66	proteinmpnn_checkpoint_weight		ProteinMPNN model checkpoint weight file inside the copied nested source checkout.	no	git_lfs_candidate_required_if_used	Binary checkpoint is required if a historical run depends on this exact weight file; regular Git is not appropriate.	0	0	0	0	0	0
S_2648_full_feature_dict.pickle	S_2648_full_feature_dict.pickle	.pickle	91064165	1660626822.565000	2022-08-16T05:13:42.565000+00:00	91a01e5a7c42dac77b0de522f7b38804ba1f41b7c504d21397cd249011248d11	full_feature_pickle	S_2648	Assembled scalar feature dictionary.	no	git_lfs_candidate_if_needed_for_scalar_feature_lineage	Binary feature evidence; useful for validating scalar feature construction and schema evolution.	10	9	0	1	1	8
S_2648_pmppn_info_dict.pickle	S_2648_pmppn_info_dict.pickle	.pickle	89167705	1660502974.594000	2022-08-14T18:49:34.594000+00:00	deb329e5163a3a3ee20698bd72677d481b3ac50cfbf670db719054e9b1dd1f63	base_pmpnn_info_pickle	S_2648	Early ProteinMPNN-DDG intermediate dictionary from the feature-schema evolution trail.	no	git_lfs_candidate_if_needed_for_lineage	Binary lineage evidence; track only if needed for reproducibility/history comparison.	14	3	5	6	0	8
S_2648_pmppn_info_dict_V2.pickle	S_2648_pmppn_info_dict_V2.pickle	.pickle	156651038	1661439559.543000	2022-08-25T14:59:19.543000+00:00	78053a907ca988c5f4ef15c0b41198411d16c47bb2149bab3ec45b1abc4e7bac	v2_pmpnn_info_pickle	S_2648	V2 ProteinMPNN-DDG intermediate dictionary from the feature-schema evolution trail.	no	git_lfs_candidate_if_needed_for_lineage	Binary lineage evidence; track only if needed for reproducibility/history comparison.	13	6	6	1	0	12
S_2648_pmppn_info_dict_V3.pickle	S_2648_pmppn_info_dict_V3.pickle	.pickle	183266414	1661868595.762000	2022-08-30T14:09:55.762000+00:00	efa7596832b9ef5aad692f1c818cd759b8c43ddd3a5266fcc9938d93527e4aab	v3_pmpnn_info_pickle	S_2648	Final V3 ProteinMPNN-DDG intermediate dictionary used by final RF notebooks.	yes	git_lfs_candidate_required_for_recovery	High-priority binary evidence for V3 pickle-level reproduction; too large for regular Git.	21	12	2	7	2	12
S_669_feature_combo_model_dict.pickle	S_669_feature_combo_model_dict.pickle	.pickle	237692804	1660818763.136000	2022-08-18T10:32:43.136000+00:00	7d2c8ef4947166c985e9f04ac2a39b957893467f6c029b97eef9cfa0c30c9365	trained_feature_combo_model_pickle	S_669	Saved trained feature-combination model dictionary from historical RF/ML experiments.	no	git_lfs_candidate_after_deep_inspection	Large trained-model artifact; inspect content before deciding whether it is indispensable or rerunnable.	9	4	4	1	2	6
