file	path	normalized_path	type	detail	sample
S_921_full_feature_dict.pickle	root['1bpiA'][17]['top_5_attention_weights']	root[<entry>][<idx>]['top_5_attention_weights']	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": 0.862203061580658, ""finite_mean"": 0.6519900560379028, ""finite_min"": 0.559596598148346, ""finite_std"": 0.11153855174779892, ""nan_count"": 0, ""ndim"": 1, ""shape"": [5], ""size"": 5}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['top_15_neighbor_indices']	root[<entry>][<idx>]['top_15_neighbor_indices']	numpy.ndarray	"{""dtype"": ""int64"", ""finite_max"": 54.0, ""finite_mean"": 31.266666666666666, ""finite_min"": 4.0, ""finite_std"": 13.343995736743258, ""nan_count"": 0, ""ndim"": 1, ""shape"": [15], ""size"": 15}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['top_10_neighbor_indices']	root[<entry>][<idx>]['top_10_neighbor_indices']	numpy.ndarray	"{""dtype"": ""int64"", ""finite_max"": 54.0, ""finite_mean"": 30.0, ""finite_min"": 4.0, ""finite_std"": 13.251415018781957, ""nan_count"": 0, ""ndim"": 1, ""shape"": [10], ""size"": 10}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['top_5_neighbor_indices']	root[<entry>][<idx>]['top_5_neighbor_indices']	numpy.ndarray	"{""dtype"": ""int64"", ""finite_max"": 30.0, ""finite_mean"": 27.4, ""finite_min"": 25.0, ""finite_std"": 1.8547236990991407, ""nan_count"": 0, ""ndim"": 1, ""shape"": [5], ""size"": 5}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['top_15_closest_neighbor_indices']	root[<entry>][<idx>]['top_15_closest_neighbor_indices']	numpy.ndarray	"{""dtype"": ""int64"", ""finite_max"": 55.0, ""finite_mean"": 33.6, ""finite_min"": 20.0, ""finite_std"": 12.955307792561317, ""nan_count"": 0, ""ndim"": 1, ""shape"": [15], ""size"": 15}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['top_10_closest_neighbor_indices']	root[<entry>][<idx>]['top_10_closest_neighbor_indices']	numpy.ndarray	"{""dtype"": ""int64"", ""finite_max"": 55.0, ""finite_mean"": 31.2, ""finite_min"": 22.0, ""finite_std"": 11.187493016757598, ""nan_count"": 0, ""ndim"": 1, ""shape"": [10], ""size"": 10}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['w_n_log_prob']	root[<entry>][<idx>]['w_n_log_prob']	builtins.list	length=15	"[""array([-3.8232222, -5.1365724, -2.0845625, -3.4248204, -5.0825105,\n       -1...."", ""array([-5.8072553 , -0.06425153, -5.813287  , -5.8237066 , -5.8101277 ,\n     ..."", ""array([-4.2283807, -5.4824843, -3.4740262, -0.8205702, -5.552433 ,\n       -5...."", ""array([-2.4521322, -5.521476 , -3.166997 , -2.1723182, -4.343132 ,\n       -5...."", ""array([-1.9918714, -5.5352807, -2.3920178, -1.6070727, -4.8784447,\n       -3...."", ""array([-5.7148514, -5.5750957, -1.0907013, -5.1579723, -5.6129856,\n       -5...."", ""array([-5.680307  , -0.07924431, -5.45583   , -5.6323013 , -5.4451094 ,\n     ..."", ""array([-5.677696  , -0.07970145, -5.4923058 , -5.551499  , -5.444207  ,\n     ...""]"
S_921_full_feature_dict.pickle	root['1bpiA'][17]['w_n_log_prob'][0]	root[<entry>][<idx>]['w_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -1.355117678642273, ""finite_mean"": -3.9346578121185303, ""finite_min"": -5.50960636138916, ""finite_std"": 1.321414589881897, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['w_n_log_prob'][1]	root[<entry>][<idx>]['w_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.06425153464078903, ""finite_mean"": -5.506721019744873, ""finite_min"": -5.966467380523682, ""finite_std"": 1.2217767238616943, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['w_n_log_prob'][2]	root[<entry>][<idx>]['w_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.820570170879364, ""finite_mean"": -4.159780025482178, ""finite_min"": -5.552433013916016, ""finite_std"": 1.3494328260421753, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['w_n_log_prob'][3]	root[<entry>][<idx>]['w_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -1.5285180807113647, ""finite_mean"": -3.807121992111206, ""finite_min"": -5.579555511474609, ""finite_std"": 1.2731631994247437, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['w_n_log_prob'][4]	root[<entry>][<idx>]['w_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -1.6070727109909058, ""finite_mean"": -3.6434860229492188, ""finite_min"": -5.535280704498291, ""finite_std"": 1.163775086402893, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['w_n_log_prob'][5]	root[<entry>][<idx>]['w_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.5341361165046692, ""finite_mean"": -5.083768844604492, ""finite_min"": -5.861921310424805, ""finite_std"": 1.4098268747329712, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['w_n_log_prob'][6]	root[<entry>][<idx>]['w_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.07924430817365646, ""finite_mean"": -5.312479496002197, ""finite_min"": -5.733178615570068, ""finite_std"": 1.1732665300369263, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['w_n_log_prob'][7]	root[<entry>][<idx>]['w_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.07970145344734192, ""finite_mean"": -5.306751251220703, ""finite_min"": -5.714836120605469, ""finite_std"": 1.1715106964111328, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['w_n_log_prob'][8]	root[<entry>][<idx>]['w_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.0773937851190567, ""finite_mean"": -5.332468509674072, ""finite_min"": -5.734395980834961, ""finite_std"": 1.1768568754196167, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['w_n_log_prob'][9]	root[<entry>][<idx>]['w_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.5521128177642822, ""finite_mean"": -4.882753849029541, ""finite_min"": -5.937838554382324, ""finite_std"": 1.4853991270065308, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['w_n_log_prob'][10]	root[<entry>][<idx>]['w_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -1.9185596704483032, ""finite_mean"": -3.4177489280700684, ""finite_min"": -5.390608787536621, ""finite_std"": 0.9960209131240845, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['w_n_log_prob'][11]	root[<entry>][<idx>]['w_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -1.5779998302459717, ""finite_mean"": -3.950042247772217, ""finite_min"": -5.580120086669922, ""finite_std"": 1.3328156471252441, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['w_n_log_prob'][12]	root[<entry>][<idx>]['w_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -1.520876407623291, ""finite_mean"": -3.743570566177368, ""finite_min"": -5.492225646972656, ""finite_std"": 1.1430964469909668, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['w_n_log_prob'][13]	root[<entry>][<idx>]['w_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.5135085582733154, ""finite_mean"": -4.860020160675049, ""finite_min"": -6.007741928100586, ""finite_std"": 1.4564496278762817, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['w_n_log_prob'][14]	root[<entry>][<idx>]['w_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -1.9657238721847534, ""finite_mean"": -3.477996826171875, ""finite_min"": -5.586730480194092, ""finite_std"": 1.0235291719436646, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['m_n_log_prob']	root[<entry>][<idx>]['m_n_log_prob']	builtins.list	length=15	"[""array([-3.725002 , -5.209386 , -2.0226135, -3.6051247, -5.144639 ,\n       -1...."", ""array([-5.8998356 , -0.06139388, -5.8303695 , -5.845046  , -5.8262286 ,\n     ..."", ""array([-4.153416  , -5.6861143 , -3.6631923 , -0.72462165, -5.499816  ,\n     ..."", ""array([-2.404369 , -5.633372 , -2.9907227, -2.1768103, -4.43452  ,\n       -4...."", ""array([-1.8462738, -5.5943565, -2.5426145, -1.6145028, -4.907278 ,\n       -3...."", ""array([-5.656464  , -5.635445  , -0.9067391 , -5.098369  , -5.611113  ,\n     ..."", ""array([-5.691497  , -0.07799491, -5.466789  , -5.654769  , -5.467267  ,\n     ..."", ""array([-5.677327  , -0.07970949, -5.487742  , -5.5554957 , -5.434896  ,\n     ...""]"
S_921_full_feature_dict.pickle	root['1bpiA'][17]['m_n_log_prob'][0]	root[<entry>][<idx>]['m_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -1.274176836013794, ""finite_mean"": -4.005385398864746, ""finite_min"": -5.58763313293457, ""finite_std"": 1.3563880920410156, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['m_n_log_prob'][1]	root[<entry>][<idx>]['m_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.06139388307929039, ""finite_mean"": -5.548184871673584, ""finite_min"": -6.037431240081787, ""finite_std"": 1.2313792705535889, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['m_n_log_prob'][2]	root[<entry>][<idx>]['m_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.7246216535568237, ""finite_mean"": -4.211522579193115, ""finite_min"": -5.686114311218262, ""finite_std"": 1.362979769706726, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['m_n_log_prob'][3]	root[<entry>][<idx>]['m_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -1.6443108320236206, ""finite_mean"": -3.681941032409668, ""finite_min"": -5.633371829986572, ""finite_std"": 1.2232859134674072, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['m_n_log_prob'][4]	root[<entry>][<idx>]['m_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -1.6145027875900269, ""finite_mean"": -3.662123918533325, ""finite_min"": -5.594356536865234, ""finite_std"": 1.174189567565918, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['m_n_log_prob'][5]	root[<entry>][<idx>]['m_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.6536215543746948, ""finite_mean"": -5.096036911010742, ""finite_min"": -5.832823276519775, ""finite_std"": 1.418297529220581, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['m_n_log_prob'][6]	root[<entry>][<idx>]['m_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.07799490541219711, ""finite_mean"": -5.3272175788879395, ""finite_min"": -5.756674766540527, ""finite_std"": 1.17703378200531, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['m_n_log_prob'][7]	root[<entry>][<idx>]['m_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.079709492623806, ""finite_mean"": -5.306761741638184, ""finite_min"": -5.715635776519775, ""finite_std"": 1.171598196029663, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['m_n_log_prob'][8]	root[<entry>][<idx>]['m_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.07632796466350555, ""finite_mean"": -5.3453049659729, ""finite_min"": -5.746825218200684, ""finite_std"": 1.180119276046753, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['m_n_log_prob'][9]	root[<entry>][<idx>]['m_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.5597003698348999, ""finite_mean"": -4.856379985809326, ""finite_min"": -5.921701908111572, ""finite_std"": 1.486707329750061, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['m_n_log_prob'][10]	root[<entry>][<idx>]['m_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -1.758721113204956, ""finite_mean"": -3.4496946334838867, ""finite_min"": -5.366214752197266, ""finite_std"": 1.009250521659851, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['m_n_log_prob'][11]	root[<entry>][<idx>]['m_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -1.5322309732437134, ""finite_mean"": -3.9625942707061768, ""finite_min"": -5.5653276443481445, ""finite_std"": 1.3379427194595337, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['m_n_log_prob'][12]	root[<entry>][<idx>]['m_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -1.40453040599823, ""finite_mean"": -3.853349208831787, ""finite_min"": -5.507742881774902, ""finite_std"": 1.203783631324768, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['m_n_log_prob'][13]	root[<entry>][<idx>]['m_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.4511300325393677, ""finite_mean"": -4.8771443367004395, ""finite_min"": -5.940415859222412, ""finite_std"": 1.4353065490722656, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['m_n_log_prob'][14]	root[<entry>][<idx>]['m_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -1.8182854652404785, ""finite_mean"": -3.526750087738037, ""finite_min"": -5.637279033660889, ""finite_std"": 1.0641498565673828, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['neighbor_aa_identities']	root[<entry>][<idx>]['neighbor_aa_identities']	builtins.list	length=15	"[""'G'"", ""'C'"", ""'Q'"", ""'A'"", ""'K'"", ""'N'"", ""'C'"", ""'C'""]"
S_921_full_feature_dict.pickle	root['1bpiA'][17]['neighbor_aa_identities'][0]	root[<entry>][<idx>]['neighbor_aa_identities'][<idx>]	builtins.str	'G'	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['neighbor_aa_identities'][1]	root[<entry>][<idx>]['neighbor_aa_identities'][<idx>]	builtins.str	'C'	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['neighbor_aa_identities'][2]	root[<entry>][<idx>]['neighbor_aa_identities'][<idx>]	builtins.str	'Q'	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['neighbor_aa_identities'][3]	root[<entry>][<idx>]['neighbor_aa_identities'][<idx>]	builtins.str	'A'	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['neighbor_aa_identities'][4]	root[<entry>][<idx>]['neighbor_aa_identities'][<idx>]	builtins.str	'K'	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['neighbor_aa_identities'][5]	root[<entry>][<idx>]['neighbor_aa_identities'][<idx>]	builtins.str	'N'	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['neighbor_aa_identities'][6]	root[<entry>][<idx>]['neighbor_aa_identities'][<idx>]	builtins.str	'C'	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['neighbor_aa_identities'][7]	root[<entry>][<idx>]['neighbor_aa_identities'][<idx>]	builtins.str	'C'	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['neighbor_aa_identities'][8]	root[<entry>][<idx>]['neighbor_aa_identities'][<idx>]	builtins.str	'C'	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['neighbor_aa_identities'][9]	root[<entry>][<idx>]['neighbor_aa_identities'][<idx>]	builtins.str	'F'	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['neighbor_aa_identities'][10]	root[<entry>][<idx>]['neighbor_aa_identities'][<idx>]	builtins.str	'M'	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['neighbor_aa_identities'][11]	root[<entry>][<idx>]['neighbor_aa_identities'][<idx>]	builtins.str	'T'	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['neighbor_aa_identities'][12]	root[<entry>][<idx>]['neighbor_aa_identities'][<idx>]	builtins.str	'A'	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['neighbor_aa_identities'][13]	root[<entry>][<idx>]['neighbor_aa_identities'][<idx>]	builtins.str	'Y'	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['neighbor_aa_identities'][14]	root[<entry>][<idx>]['neighbor_aa_identities'][<idx>]	builtins.str	'I'	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['neighbor_w_message_vector_coming_from_center']	root[<entry>][<idx>]['neighbor_w_message_vector_coming_from_center']	builtins.list	length=15	"[""array([-3.05696353e-02, -1.67965665e-02,  3.45385559e-02,  7.15754274e-03,\n  ..."", ""array([-7.10204616e-03, -2.38663144e-02,  7.03712553e-03, -5.27180848e-04,\n  ..."", ""array([ 9.45949927e-02,  5.59032836e-04, -6.71536243e-03, -1.68504659e-02,\n  ..."", ""array([ 6.48385361e-02, -2.72746477e-02,  3.63241619e-04, -5.06516211e-02,\n  ..."", ""array([ 0.02508217, -0.032926  ,  0.02306492, -0.01021784, -0.02848646,\n     ..."", ""array([ 5.08132353e-02, -3.86808366e-02,  2.75292411e-03,  5.31302541e-02,\n  ..."", ""array([-2.2983134e-03,  5.5265184e-03,  1.8629131e-03,  6.5032784e-03,\n      ..."", ""array([-4.7482001e-03,  1.1052402e-03,  2.7770461e-03,  5.8002654e-03,\n      ...""]"
S_921_full_feature_dict.pickle	root['1bpiA'][17]['neighbor_w_message_vector_coming_from_center'][0]	root[<entry>][<idx>]['neighbor_w_message_vector_coming_from_center'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": 0.23662911355495453, ""finite_mean"": -0.0018604537472128868, ""finite_min"": -0.38241317868232727, ""finite_std"": 0.07648557424545288, ""nan_count"": 0, ""ndim"": 1, ""shape"": [128], ""size"": 128}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['neighbor_w_message_vector_coming_from_center'][1]	root[<entry>][<idx>]['neighbor_w_message_vector_coming_from_center'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": 0.11818502098321915, ""finite_mean"": 0.002433240180835128, ""finite_min"": -0.17508681118488312, ""finite_std"": 0.03590501844882965, ""nan_count"": 0, ""ndim"": 1, ""shape"": [128], ""size"": 128}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['neighbor_w_message_vector_coming_from_center'][2]	root[<entry>][<idx>]['neighbor_w_message_vector_coming_from_center'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": 0.17975503206253052, ""finite_mean"": -0.0005583816673606634, ""finite_min"": -0.30602750182151794, ""finite_std"": 0.06919178366661072, ""nan_count"": 0, ""ndim"": 1, ""shape"": [128], ""size"": 128}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['neighbor_w_message_vector_coming_from_center'][3]	root[<entry>][<idx>]['neighbor_w_message_vector_coming_from_center'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": 0.3744063973426819, ""finite_mean"": 0.0010087067494168878, ""finite_min"": -0.27050986886024475, ""finite_std"": 0.08690644800662994, ""nan_count"": 0, ""ndim"": 1, ""shape"": [128], ""size"": 128}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['neighbor_w_message_vector_coming_from_center'][4]	root[<entry>][<idx>]['neighbor_w_message_vector_coming_from_center'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": 0.08986929059028625, ""finite_mean"": -0.002304502995684743, ""finite_min"": -0.10273829847574234, ""finite_std"": 0.033644236624240875, ""nan_count"": 0, ""ndim"": 1, ""shape"": [128], ""size"": 128}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['neighbor_w_message_vector_coming_from_center'][5]	root[<entry>][<idx>]['neighbor_w_message_vector_coming_from_center'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": 0.23038624227046967, ""finite_mean"": 0.005938173271715641, ""finite_min"": -0.23778994381427765, ""finite_std"": 0.06629566848278046, ""nan_count"": 0, ""ndim"": 1, ""shape"": [128], ""size"": 128}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['neighbor_w_message_vector_coming_from_center'][6]	root[<entry>][<idx>]['neighbor_w_message_vector_coming_from_center'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": 0.03779151663184166, ""finite_mean"": -0.0004977185744792223, ""finite_min"": -0.03384050726890564, ""finite_std"": 0.008471625857055187, ""nan_count"": 0, ""ndim"": 1, ""shape"": [128], ""size"": 128}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['neighbor_w_message_vector_coming_from_center'][7]	root[<entry>][<idx>]['neighbor_w_message_vector_coming_from_center'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": 0.036964256316423416, ""finite_mean"": -0.00020924163982272148, ""finite_min"": -0.0256628580391407, ""finite_std"": 0.007264765910804272, ""nan_count"": 0, ""ndim"": 1, ""shape"": [128], ""size"": 128}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['neighbor_w_message_vector_coming_from_center'][8]	root[<entry>][<idx>]['neighbor_w_message_vector_coming_from_center'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": 0.026934809982776642, ""finite_mean"": -0.00043368717888370156, ""finite_min"": -0.023106837645173073, ""finite_std"": 0.005794350523501635, ""nan_count"": 0, ""ndim"": 1, ""shape"": [128], ""size"": 128}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['neighbor_w_message_vector_coming_from_center'][9]	root[<entry>][<idx>]['neighbor_w_message_vector_coming_from_center'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": 0.1037025973200798, ""finite_mean"": -0.0024297593627125025, ""finite_min"": -0.08855746686458588, ""finite_std"": 0.03441157191991806, ""nan_count"": 0, ""ndim"": 1, ""shape"": [128], ""size"": 128}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['neighbor_w_message_vector_coming_from_center'][10]	root[<entry>][<idx>]['neighbor_w_message_vector_coming_from_center'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": 0.35245877504348755, ""finite_mean"": -0.006375095807015896, ""finite_min"": -0.44992759823799133, ""finite_std"": 0.10201741755008698, ""nan_count"": 0, ""ndim"": 1, ""shape"": [128], ""size"": 128}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['neighbor_w_message_vector_coming_from_center'][11]	root[<entry>][<idx>]['neighbor_w_message_vector_coming_from_center'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": 0.09965430945158005, ""finite_mean"": -0.0010129151633009315, ""finite_min"": -0.13310834765434265, ""finite_std"": 0.03642475605010986, ""nan_count"": 0, ""ndim"": 1, ""shape"": [128], ""size"": 128}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['neighbor_w_message_vector_coming_from_center'][12]	root[<entry>][<idx>]['neighbor_w_message_vector_coming_from_center'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": 0.1804060935974121, ""finite_mean"": -0.007749615237116814, ""finite_min"": -0.29103347659111023, ""finite_std"": 0.06821771711111069, ""nan_count"": 0, ""ndim"": 1, ""shape"": [128], ""size"": 128}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['neighbor_w_message_vector_coming_from_center'][13]	root[<entry>][<idx>]['neighbor_w_message_vector_coming_from_center'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": 0.180192232131958, ""finite_mean"": -0.009201114997267723, ""finite_min"": -0.20581047236919403, ""finite_std"": 0.057174887508153915, ""nan_count"": 0, ""ndim"": 1, ""shape"": [128], ""size"": 128}"	
S_921_full_feature_dict.pickle	root['1bpiA'][17]['neighbor_w_message_vector_coming_from_center'][14]	root[<entry>][<idx>]['neighbor_w_message_vector_coming_from_center'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": 0.036310192197561264, ""finite_mean"": -0.001083830022253096, ""finite_min"": -0.0453454814851284, ""finite_std"": 0.012101042084395885, ""nan_count"": 0, ""ndim"": 1, ""shape"": [128], ""size"": 128}"	
